,review_body,stars,language,translated_review
632,"Como es posible que venga el kit antena parabolica de esta manera sin corchos para que no den los hierros con el plato de la parabolica y el plato sin plasticos ni nada..no lo comprendo que viniendo de amazon venga con ese empaquetado..por que eh comprado mas veces y es la primera ves que veo algo asin...normal que me llegara todo bollada. Dejo fotos, a espera de que la recojan y me hagan la devolución.",2,es,"How is it possible that the satellite dish kit comes this way without corks so that the irons do not hit the satellite dish and the dish without plastics or anything... I don't understand that coming from Amazon it comes with that packaging... why? I've bought more times and it's the first time I've seen something like that... it's normal that everything arrived in a mess. I leave photos, waiting for them to pick it up and return it to me."
633,No vale para nada.lo aplastas y enseguida se hace pelota. Muy caro para la calidad que tiene,2,es,It's worthless. You crush it and it immediately turns into a ball. Very expensive for the quality it has
634,"Son de plástico rígido por lo que no parecen naturales , muy caras en relación a la calidad.",3,es,"They are made of rigid plastic so they do not look natural, very expensive in relation to the quality."
635,"No puedo entrar a valorar el producto, ya que no me lo he quedado al llegar una de las copas rotas.",2,es,"I can't go into evaluating the product, since I didn't keep it when one of the broken glasses arrived."
636,"Bien, pero lo devolví, ya que los pelos de los cepillos no peinan bien al ser blandos. Lo de rotar un poco peligroso, ya que se te enreda el pelo muy fácil.",3,es,"Good, but I returned it, since the hairs on the brushes don't comb well as they are soft. Rotating is a bit dangerous, since your hair gets tangled very easily."
637,"El ascensor enciende, pero la rueda solamente se mueve en vacío, al conectar la correa, el motor hace ruido pero nada se mueve.",1,es,"The elevator turns on, but the wheel only moves when empty. When the belt is connected, the motor makes noise but nothing moves."
638,"Me gustó mucho, aunque lo detalles no sean perfectos esta muy, muy bien hecho.",4,es,"I liked it a lot, although the details are not perfect, it is very, very well done."
639,"FUnciona bien, ojo con el compresor a usar, si no tiene potencia atmosferica refleja en su uso. Calidad precio muy buenos.",5,es,"It works well, be careful with the compressor to use, if it does not have atmospheric power it reflects its use. Very good price quality."
640,"La lija agarra muchísimo, una vez lo ajustas a tus preferencias es muy divertido, acelera muy bien pero pierde velocidad, cambiaría las ruedas para que fuera más rápido, muy buenos acabados",4,es,"The sandpaper grips a lot, once you adjust it to your preferences it is very fun, it accelerates very well but loses speed, I would change the wheels to make it faster, very good finishes"
641,"Baila en la base, requiere llave para apretar internamente una tuerca que lleva el grifo, sino pierde litros de agua en una noche. Caro para lo que es al final.",2,es,"It dances at the base, requires a wrench to internally tighten a nut on the faucet, otherwise it loses liters of water in one night. Expensive for what it is in the end."
642,"Bastante precisa , pero tiene un problema con la inclinacion , dependiendo lo recta de la superficie da un peso u otro. pero muy buena compra",4,es,"Quite accurate, but it has a problem with the inclination, depending on how straight the surface is, it gives one weight or another. but very good purchase"
643,"Estupendo funciona bien,lo recomiendo.",4,es,"Great, works well, I recommend it."
644,"Buen tamaño, buena calidad, pondría como pega que el corcho es demasiado fino pero trae refuerzo por la parte de atrás.",4,es,"Good size, good quality, I would say that the cork is too thin but it has reinforcement on the back."
645,"Cómo cámara deja bastante que desear. Tener que enfocarla manualmente es un defecto. En vídeo mete mucho ruido y solo alcanza resolución HD a 10 fps. Según que aplicaciones, puede ser una buena compra. Por lo demás, es una cámara fiable. No se calienta y no suele fallar.",3,es,"As a camera it leaves a lot to be desired. Having to focus it manually is a defect. It makes a lot of noise in video and only reaches HD resolution at 10 fps. Depending on the applications, it can be a good purchase. Otherwise, it is a reliable camera. It does not heat up and does not usually fail."
646,"Calidad precio muy buena. La única pega por decir algo, es que el apoyo no es muy estable. La recomiendo.",4,es,"Very good price quality. The only drawback, to say the least, is that the support is not very stable. I recommend it."
647,Tuvimos algunos problemas para que lo reconociera el ordenador. Fácil de usar sí lo es.,3,es,"We had some problems getting it recognized by the computer. Easy to use, yes it is."
648,Buena relacion calidad precio,4,es,Good value for money
649,Muy buena relación calidad/precio. Repetiré sin duda,5,es,There is a good quality price relation. I will repeat without a doubt
650,Quitan la luz que entra por al lado de la persiana. Tengo que dormir de día y con estás cortinas consigo que en mi habitación sea de noche a cualquier hora. Recomendables.,5,es,They eliminate the light that enters from the side of the blinds. I have to sleep during the day and with these curtains I make it night in my room at any time. Recommended.
651,"buena relacion calidad precio buena marca, y estas al punto de sal, son las clasicas que es lo que mas me gustan.",3,es,"Good quality-price ratio, good brand, and these are to the point of salt, they are the classic ones, which is what I like the most."
652,Debería venir claro el tamaño. Resultó pequeña y la devolví,2,es,The size should be clear. It turned out to be small and I returned it.
653,Material muy agradable,4,es,Very nice material
654,No he recibido el producto,1,es,I have not received the product
655,"Por lo general, tengo el problema de que no estoy conforme con la altura de ninguna almohada por lo que me decidí a comprar esta, y con esta almohada he encontrado solución a ese problema ya que puedo ajustarla y encontrar la posición que más me convenga. Por otra parte, los materiales y el acabado de la almohada son bastante buenos haciendo que en el general sea muy cómoda",5,es,"Generally, I have the problem that I am not satisfied with the height of any pillow so I decided to buy this one, and with this pillow I have found a solution to that problem since I can adjust it and find the position that best suits me. On the other hand, the materials and finish of the pillow are quite good, making it generally very comfortable."
656,"Tiene buen tacto, cubre en totalidad el volante. En contra hay que tener un poco de paciencia a la hora de coserlo, es dificil coser en la zona de los travesaños o palos ya que se arruga facilmente",4,es,"It has a good feel, it completely covers the steering wheel. On the other hand, you have to have a little patience when sewing it, it is difficult to sew in the area of ​​the crossbars or poles since it wrinkles easily."
657,"Se lo compré a mi marido, que no lleva mucho tiempo con la guitarra, y está encantado. Vivimos en una casa que no es muy grande y no tiene demasiada pontencia de volumen, además le puede poner auriculares. El feliz y yo mas",5,es,"I bought it for my husband, who hasn't had a guitar for long, and he is delighted. We live in a house that is not very big and does not have much volume power, and you can also put headphones on it. The happy one and me more"
